Name,Frequency,Confidence,Sanskrit_Meaning,Name_Type,Source_Context,Part_Found,Page_Found,Quality_Score,Starting_Pattern
Submarine,29,0.8,Name/epithet requiring verification,proper_noun,Is not Fit for Drinking 180 30. Efficacy of the Worship of Somesvarcl 187 31. The Origin of the Subm...,Part 19,Page 9,23.200000000000003,S
Svetadvipa,29,0.8,Name/epithet requiring verification,divine_epithet,"ain!!d the state of Brahman and have at- tained agelessness and immortality, stay in this domain of ...",Part 7,Page 248,23.200000000000003,S
Suntla,29,0.8,Name/epithet requiring verification,divine_epithet,"694 Suntla Punitaa 2!. On seeing the sage furious, the Lord, the destroyer of the three Puras appeas...",Part 20,Page 333,23.200000000000003,S
Suci,29,0.8,Name/epithet requiring verification,divine_epithet,nk? The boy replied: 80. Devotees of a deity are declared to be of two types: Asuci (impure) and Suc...,Part 2,Page 442,23.200000000000003,S
Srimiti,29,0.8,Name/epithet requiring verification,divine_relation,"n the case of every son, the worship should be in his presence and not anywhere else. The share of S...",Part 9,Page 247,23.200000000000003,S
Sltanda,29,0.8,Name/epithet requiring verification,divine_epithet,"482 Sltanda Punitia 0 goddess of Devas, this spot became famous as Nigasthina from that time onwards...",Part 20,Page 121,23.200000000000003,S
Suggest,28,0.8,Name/epithet requiring verification,divine_epithet,h the materials of worship befit- ting the monal world? How can I literally carry out this behest? S...,Part 3,Page 53,22.400000000000002,S
Studies,28,0.8,Name/epithet requiring verification,proper_noun,"king never allowed anyone to propitiate deities or adore them. Neither Yajfia, nor Homa, nor Vedic S...",Part 16,Page 346,22.400000000000002,S
Svargadvira,28,0.8,Name/epithet requiring verification,divine_epithet,"hari, 149 Sudanana, 145 Sugriva, 208, 211 Sun•god, 20 I, 202 Siita, 140 Svan,akhani, 167, 170 Svarga...",Part 7,Page 369,22.400000000000002,S
Skantla,27,0.8,"Related to: Name of the god of war, son of Śiva and Pārvatī",divine_epithet,"578 Skantla Puni1,1.a 28. All desires become realized whatever may be wished for. The deity accords ...",Part 20,Page 217,21.6,S
Subhadri,27,0.8,Name/epithet requiring verification,divine_epithet,"i'lclmrtas and cool waters perfumed with flowers and camphor. They should fan the Lotus-eyed Lord, S...",Part 5,Page 211,21.6,S
Subdue,27,0.8,Name/epithet requiring verification,divine_epithet,"ime~a, Kanha etc. You are the forms of Kala such as Kr~r:ia etc. Be pleased and change your form. Su...",Part 19,Page 89,21.6,S
Srinivisa,26,0.8,Name/epithet requiring verification,divine_epithet,",i:iu, to the incomprehensible one, to the witness of the intellect (of all). Obeisance to you~ to S...",Part 8,Page 349,20.8,S
Sphere,26,0.8,Name/epithet requiring verification,proper_noun,spot is very sacred and extremely wonderful. It is a favourite of Visvesvara in the entire Cosmic Sp...,Part 10,Page 234,20.8,S
Sripati,26,0.8,Name/epithet requiring verification,divine_epithet,VifJ)U. Bath in this water surpasses the valedictory bath to be taken after ten horse-sacrifices. Sr...,Part 15,Page 235,20.8,S
Srivatsa,26,0.8,Name/epithet requiring verification,divine_epithet,in your hand. Bow to the lord marked and adorned with Kaustubha jewel; obeisance to the lord with Sr...,Part 8,Page 349,20.8,S
Srutadeva,34,0.6,Name/epithet requiring verification,proper_noun,"3 Sraddha, 304 Sriddhadeva, 317 sn. 133, 265, 157 Sndami, 283 Sn""'IQli,a, 229 Sriranga, 30 I Srutade...",Part 7,Page 375,20.4,S
Suktas,25,0.8,Name/epithet requiring verification,divine_epithet,"at the time of Sraddha): Various eulogies of gods Brahma, Vi,1,1u, Arka (Sun) and Rudra and Vedic Su...",Part 20,Page 356,20.0,S
Superiority,25,0.8,Name/epithet requiring verification,divine_epithet,"D.v.7.1-11 Brahmlsaid: CHAPTER SEVEN Superiority of Jlti Flower 223 1. 0 Lord of Devas, recount the ...",Part 6,Page 234,20.0,S
SkandaPurlna,24,0.8,"Related to: Name of the god of war, son of Śiva and Pārvatī",divine_epithet,248 SkandaPurlna • 54-56. The sacrificial fire should be kindled and the rites per- taining to the F...,Part 6,Page 259,19.200000000000003,S
Simantini,24,0.8,Name/epithet requiring verification,divine_relation,sons and attained the greatest region of Sarhbhu. 75. The eminent king Candraitgada and the queen Si...,Part 9,Page 359,19.200000000000003,S
Suvan,24,0.8,Name/epithet requiring verification,proper_noun,the Linga nam- edAgastyesa worshipped by him on the banks of Suvaroamukhari. Enjoying the sight of S...,Part 4,Page 37,19.200000000000003,S
Suvar,24,0.8,Name/epithet requiring verification,divine_epithet,"ures, 0 my lord, 0 blessed one, 0 highly intelligent one, listen to my words. 25. On the banks of Su...",Part 4,Page 122,19.200000000000003,S
Sivasarman,24,0.8,Name/epithet requiring verification,divine_epithet,"without or within, I do not know any other omnipresent being except you. 76. After saying this, 0 Si...",Part 10,Page 203,19.200000000000003,S
Sirasvata,24,0.8,Name/epithet requiring verification,divine_epithet,"the king at their head, went to their respective places, abiding by his order. 90. The Brihmar,a Sir...",Part 9,Page 329,19.200000000000003,S
Sistras,23,0.8,Name/epithet requiring verification,divine_epithet,from the path of piety) and was specially conversant with traditions and was an expert in all the Si...,Part 8,Page 139,18.400000000000002,S
Sunanda,23,0.8,Name/epithet requiring verification,divine_epithet,"7 Siidras, 114 Siidra women, 114 sugarcane, 24 r.ugarcane stump. JO, I 04 Sun,96 Sun-god, 95 Sunanda...",Part 7,Page 365,18.400000000000002,S
Suspicious,23,0.8,Name/epithet requiring verification,divine_epithet,ng beings is not beneficial. It is that soul that alone protects the three worlds through piety. Sus...,Part 9,Page 222,18.400000000000002,S
Station,23,0.8,Name/epithet requiring verification,divine_epithet,the sole abode of mysteries. 1. This is in North Arcot District. one mile from Renugunta Railway Sta...,Part 4,Page 181,18.400000000000002,S
SkandaPurl,23,0.8,"Related to: Name of the god of war, son of Śiva and Pārvatī",divine_epithet,"242 SkandaPurl(,a 2 He (the devotee) should get a replica made of the Lord of Devu. It should be nam...",Part 5,Page 251,18.400000000000002,S
Sota,22,0.8,Name/epithet requiring verification,divine_epithet,"ing to it. 0 Sota, tell us the qualification of its expounder as well as of the listener now. Sri So...",Part 6,Page 297,17.6,S
Stuck,22,0.8,Name/epithet requiring verification,divine_epithet,he shone brilliantly with three folds over her navel. CHAPTER ELEVEN Maht1iisura Slain: His Head Stu...,Part 3,Page 78,17.6,S
Srisaila,22,0.8,Name/epithet requiring verification,sacred_place,"274 Skanda Puril1J,a 29. Fortunately you reached Srigiri (Mt. Srisaila) and exhausted completely cir...",Part 9,Page 283,17.6,S
Sickly,21,0.8,Name/epithet requiring verification,divine_epithet,glorified as the Gotra-deity. The Brihmai:ias born in this family are devoted to Sruti and Smrti. Si...,Part 9,Page 237,16.8,S
Sthala,21,0.8,Name/epithet requiring verification,divine_epithet,". In Treta , it is full of gold (golden). In Ova.para it is full of silver (silvery). In Kali this S...",Part 20,Page 336,16.8,S
Sukla,21,0.8,Name/epithet requiring verification,divine_epithet,f the Army of Gods The Origination of Katyayani Mahi$isura Defeated Creation of Kedara Glory of Sukl...,Part 17,Page 8,16.8,S
Sumitri,21,0.8,Name/epithet requiring verification,divine_epithet,"with Sita and his brothers. Then all these followed him: Haniimin, the lord of monkeys, Kausalyi, Su...",Part 9,Page 176,16.8,S
Sustainer,21,0.8,Name/epithet requiring verification,divine_epithet,"(Of excellent colour), Bhitatli (Cause of the living beings), ~ (Quick-paced), Pratiatll&iiralca (Su...",Part 20,Page 277,16.8,S
Siman,21,0.8,Name/epithet requiring verification,proper_noun,"worship) to the northern side. He should perform the ablution with address as Rajan etc., or with Si...",Part 7,Page 348,16.8,S
Sudariana,21,0.8,Name/epithet requiring verification,divine_epithet,"dhyi for Devas, the deity became known a --Oupta-Hari"" (v 44) and the place where Vifr.au's discus S...",Part 7,Page 185,16.8,S
Sutala,20,0.8,Name/epithet requiring verification,divine_epithet,"burden. 12-13. The Lotus-eyed Lord (i.e. Vi$1;tU} saw all the seven Pata.fas, viz. Atala, Vita1a, Su...",Part 3,Page 138,16.0,S
Sidhyas,20,0.8,Name/epithet requiring verification,proper_noun,"cred lands, 30 I sacred places, 297 sacrifices, 232, 313 sacntice.'i involving Huhi.i. 249, 254 Sidh...",Part 7,Page 374,16.0,S
Snina,20,0.8,Name/epithet requiring verification,divine_epithet,"should be cleansed. Uttering the Mantras with water as the deity, he should per- form the rite of Sn...",Part 10,Page 403,16.0,S
Sucarita,20,0.8,Name/epithet requiring verification,divine_epithet,"in me."" 48-50. After saying this, Lord Isa vanished there itself. After Rudra had vanished, Sage Suc...",Part 8,Page 196,16.0,S
Sivayogin,20,0.8,Name/epithet requiring verification,divine_epithet,"e remarkably with divine garlands and clothes. 77. Devoutly he circumambulated his preceptor, the Si...",Part 9,Page 370,16.0,S
Chowk,19,0.8,Name/epithet requiring verification,divine_epithet,igraphic support (Sircar: SGAMI eh. V) 3. This is an important temple in the temple complex around C...,Part 2,Page 339,15.200000000000001,S
Symbols,19,0.8,Name/epithet requiring verification,proper_noun,"Siva a thousand times for each. At the conclusion of the Homa.,; with the respective Mantras and Sym...",Part 5,Page 246,15.200000000000001,S
Svihi,19,0.8,Name/epithet requiring verification,divine_epithet,"re the destroyer of all wicked ones. Obeisance unto you, 0 Hayagriva. You are Orhkira, Va~atkira, Sv...",Part 9,Page 109,15.200000000000001,S
Sivaritri,19,0.8,Name/epithet requiring verification,proper_noun,a shall be bathed with the waters of a thousand pitchers uttering Satarudrlya Mantras. 37. On the Si...,Part 3,Page 128,15.200000000000001,S
Somanitha,19,0.8,Name/epithet requiring verification,divine_epithet,"lled a i..inga. 22. To the west ofK.ubera's Unga, there was another Liliga of lsina well-known as So...",Part 20,Page 294,15.200000000000001,S
Svimipu,19,0.8,Name/epithet requiring verification,proper_noun,"II.i.38.5-17a 215 houses. With due reverence, they took their holy baths in the sacred waters of Svi...",Part 4,Page 224,15.200000000000001,S
Suniti,19,0.8,Name/epithet requiring verification,divine_epithet,cellent of all sons. was obtained by Suniti from lJttftnapada. 83. The wretchedness and misery of Su...,Part 11,Page 309,15.200000000000001,S
Svastika,18,0.8,Name/epithet requiring verification,sacred_place,"th of Kirttika are the forms of Visnu. • • 50. Those men who sweep the temple of Vi~i:,u, offer Svas...",Part 6,Page 74,14.4,S
Supan,18,0.8,Name/epithet requiring verification,divine_epithet,"s and who are well-known in the worlds, Somapas, Eka§rngas and all the ascetics, Nigas (Serpents), S...",Part 9,Page 13,14.4,S
Svadhi,18,0.8,Name/epithet requiring verification,divine_epithet,"wicked ones. Obeisance unto you, 0 Hayagriva. You are Orhkira, Va~atkira, Svihi and the fourfold Sva...",Part 9,Page 109,14.4,S
Svamipu,18,0.8,Name/epithet requiring verification,divine_epithet,ll be worthy of being sought after. It shall cause all desired prosperity even to the Suras. SO. Sva...,Part 4,Page 228,14.4,S
Svan,18,0.8,Name/epithet requiring verification,divine_epithet,"4 story of Lord Vifr,uhari, 149 Sudanana, 145 Sugriva, 208, 211 Sun•god, 20 I, 202 Siita, 140 Svan,a...",Part 7,Page 369,14.4,S
Sikalya,18,0.8,Name/epithet requiring verification,divine_epithet,Sage Sikalya. He said these words to the noble-souled Sikalya: Kasyapa said: 62-66. 0 holy lord Sika...,Part 8,Page 281,14.4,S
Sivalinga,18,0.8,Name/epithet requiring verification,sacred_place,"in Sabara hap- pened to see a dilapidated temple in ruins. 14. There he saw a fine, small, subtle Si...",Part 9,Page 372,14.4,S
Sittvika,18,0.8,Name/epithet requiring verification,divine_epithet,vine scent has been smeared over her. She is adorned with divine garlands. Anandi is the Sakti of Si...,Part 9,Page 116,14.4,S
Srava,18,0.8,Name/epithet requiring verification,divine_epithet,"sh. 62. The Mantra for the worship is like this: ''Obeisance, 0 lord of Pramathas."" The worship, Sra...",Part 7,Page 207,14.4,S
Sukta,17,0.8,Name/epithet requiring verification,divine_epithet,"ua, Lord ofZ15 Pitila 12 rtn, 86, 104, 105, 106 Pitala, Lord went to 84 Pitila, 12 r,n Pavamina Sukt...",Part 5,Page 275,13.600000000000001,S
Swallows,17,0.8,Name/epithet requiring verification,divine_relation,4 7 8. The Story of a Thief: Incarnation of Rf1ma 53 9. The Churning of the Ocean 64 10. Siva Swallo...,Part 1,Page 3,13.600000000000001,S
Stellar,17,0.8,Name/epithet requiring verification,divine_epithet,"dispels fatigue in the divine journey, the attendants there- after went to the excellent Ut/,ulola (...",Part 10,Page 148,13.600000000000001,S
Sikha,16,0.8,Name/epithet requiring verification,divine_epithet,148. With these words one should worship. It is so prac- tised by the Brahmat;ias following Simao Si...,Part 19,Page 116,12.8,S
Svar,16,0.8,Name/epithet requiring verification,sacred_place,"riation of temple property), BrahmasvahararJ.a (Misappropriation of the assets of Brahmai,as) and Sv...",Part 9,Page 397,12.8,S
Swarms,16,0.8,Name/epithet requiring verification,divine_epithet,ls. It was full off ragrance due to the clusters and nosegays of flowers and divine incense. 10. Swa...,Part 3,Page 18,12.8,S
Silada,16,0.8,Name/epithet requiring verification,divine_relation,a) with the other noble-souled leading sages fell at the pair of the lotus-like feet of the son of S...,Part 3,Page 101,12.8,S
Slumda,15,0.8,Name/epithet requiring verification,divine_epithet,"Slumda PuriirJ,a the Bull-cmblemed Lord, said these words with great satisfac- tion to all the Pitrs...",Part 11,Page 135,12.0,S
Siikta,15,0.8,Name/epithet requiring verification,divine_epithet,flow of water. Reciting the Plvamlnfyaka hymns he should bathe the Devas and again reciting Sri Siik...,Part 5,Page 246,12.0,S
Sumbha,15,0.8,Name/epithet requiring verification,divine_epithet,"field, Jalandhara angrily rushed at the Lord of Car:i<Ji discharging thousands of arrows. ' 6. Sumbh...",Part 6,Page 155,12.0,S
Suto,15,0.8,Name/epithet requiring verification,divine_epithet,egain the lost prosperity and glory of Devas. CHAPTER ONE HUNDRED TWENTYONE Mahi~asura Defeated Suto...,Part 17,Page 88,12.0,S
Sukanyi,15,0.8,Name/epithet requiring verification,divine_epithet,"of excellent complexion, he thus proclaimed his power all over the worlds. Then he sported with Suka...",Part 20,Page 286,12.0,S
Srimata,15,0.8,Name/epithet requiring verification,proper_noun,"Prayiga, 184 pres1dmg deny of the holy place Dharmiral)ya, 171 pnde, 33 procedure of Sridevi (Srimat...",Part 9,Page 416,12.0,S
Sutra,15,0.8,Name/epithet requiring verification,divine_epithet,n Vi~Qu nor even on a par with him in any respect. The hunter asked: How did this Priil)a called Sut...,Part 7,Page 105,12.0,S
Svargaloka,15,0.8,Name/epithet requiring verification,divine_epithet,"the deity and the sacred Tilaka mark was put. He caused all the 1irthas on the earth, Pitala and Sva...",Part 19,Page 157,12.0,S
Susila,14,0.8,Name/epithet requiring verification,divine_relation,"utiful arms. 18. He was being worshipped by Radha, with multitudes of her friends, of whom Jaya, Sus...",Part 7,Page 294,11.200000000000001,S
Subduer,14,0.8,Name/epithet requiring verification,divine_epithet,duly. He then entered the royal palace built by Visvakarmar) Skanda said: 121. Thus Vighnajit ('Subd...,Part 11,Page 67,11.200000000000001,S
Sirilba,14,0.8,Name/epithet requiring verification,divine_epithet,"e him illuminating the ten di- rections by means of his own refulgence. Then the sage saw Sarhbhu, S...",Part 8,Page 99,11.200000000000001,S
Sianda,14,0.8,Name/epithet requiring verification,proper_noun,516 Sianda Amina • sacred spot granting excellent achievement and perfection) named after me. All of...,Part 15,Page 190,11.200000000000001,S
Siitanandana,14,0.8,Name/epithet requiring verification,divine_epithet,Tirtha. He obtained them due to the efficacy of the Tirtha. The sages asked: 9. 0 son of Silta (Siit...,Part 8,Page 156,11.200000000000001,S
Sivaya,14,0.8,Name/epithet requiring verification,divine_epithet,"fulfilment of her ambition. 77. She performed the Japa of the five-syllabled Mantra (viz. Nama/:, Si...",Part 3,Page 165,11.200000000000001,S
Subhadrl,14,0.8,Name/epithet requiring verification,divine_epithet,imes and worship Sri Puru~ottama by means of the Mantrarlja. Similarly he should worship Bala and Su...,Part 5,Page 248,11.200000000000001,S
Sudar,14,0.8,Name/epithet requiring verification,divine_epithet,"d by the Gandharva, Kapilasphota got into his position. On account of the curse of the great sage, S...",Part 8,Page 71,11.200000000000001,S
Strenuously,14,0.8,Name/epithet requiring verification,divine_epithet,"epa- rately and with other foliages, also with hundred thousands of leaves he worshipped Sankara. St...",Part 10,Page 161,11.200000000000001,S
Sivapura,14,0.8,Name/epithet requiring verification,divine_epithet,"s advised by the powerful Vi,QU. 7-8. On the advice of Vi~Qu, 0 Siva, Samba went to the charming Siv...",Part 20,Page 317,11.200000000000001,S
Stha,14,0.8,Name/epithet requiring verification,divine_epithet,"a, 0 Sarva, O three-eyed one, 0 Dhiirjap, 0 enemy of god of Love, 0 enemy of the (three) Puras, 0 St...",Part 3,Page 146,11.200000000000001,S
Silta,14,0.8,Name/epithet requiring verification,divine_epithet,s holy Tirtha. He obtained them due to the efficacy of the Tirtha. The sages asked: 9. 0 son of Silt...,Part 8,Page 156,11.200000000000001,S
Sivaiarman,14,0.8,Name/epithet requiring verification,divine_epithet,146 Budha (Mercury) became the guest ( object) of the eyes of Sivaiarman. Sivasannan said: 21. 0 att...,Part 10,Page 150,11.200000000000001,S
Sriddhas,18,0.6,Name/epithet requiring verification,proper_noun,"4, 7, 137 Naraka, 96 Narintaka, 160 Nannadi, 164 navakira, 209 navel of Visnu, 64 neglect of Sriddha...",Part 9,Page 416,10.799999999999999,S
SIXTYFOUR,15,0.7,Name/epithet requiring verification,divine_epithet,hould be wor- shipped as per procedure. Thereby one is absolved of all sins. CHAPTER THREE HUNDRED S...,Part 20,Page 403,10.5,S
Siddheivara,13,0.8,Name/epithet requiring verification,divine_epithet,"tness of Siddhesvara 1-3. Thereafter, 0 great godde11, a pilgrim should go to the gre•t shrine of Si...",Part 20,Page 255,10.4,S
Simi,13,0.8,Name/epithet requiring verification,divine_epithet,six hundred; five hundred from Manasa Saras. 20. From Vasukihrada ten thousand Brahmar:ias came. Sim...,Part 11,Page 149,10.4,S
Siiyujya,13,0.8,Name/epithet requiring verification,divine_epithet,ation to Brahma through a Visudeva. a manifestation of the Vyiiha (obscure). Thereafter he grants Si...,Part 7,Page 113,10.4,S
Sivi,13,0.8,Name/epithet requiring verification,divine_epithet,"distress of the earth. Be victorious, 0 omnipresent goddess. 0 Kilar:itri, obei- sance to you. 0 Siv...",Part 20,Page 231,10.4,S
Siyujya,13,0.8,Name/epithet requiring verification,divine_epithet,Il. vii.16.52-ll. vii J 7 .8 81 inaccessible even to Devas. In the end he attained Siyujya with the ...,Part 7,Page 92,10.4,S
Somatirtha,13,0.8,Name/epithet requiring verification,divine_epithet,ctions whereby the benefit becomes ever- lasting and unmutilated. A man who takes his holy bath in S...,Part 15,Page 212,10.4,S
Sooa,13,0.8,Name/epithet requiring verification,divine_epithet,: 48. After saying thus the Lord vanished. King Vajraogada was contented. Worshipping the Lord of So...,Part 3,Page 189,10.4,S
Sudyumna,13,0.8,Name/epithet requiring verification,divine_epithet,"ever with a Kala (one sixteenth part) of theirs."" 16. After saying this, Lord Mahadeva vanished. Sud...",Part 12,Page 68,10.4,S
Surhbha,13,0.8,Name/epithet requiring verification,divine_epithet,". Then the Lord with a conch, lotus and Sarnga bow in his hands spoke to him: 77. uo inauspicious Su...",Part 2,Page 173,10.4,S
Slianda,13,0.8,Name/epithet requiring verification,divine_epithet,64 CHAPTER SEVENTEEN The Greatness of Dasasvamedha1 Sanatkumara said: Slianda Pura'l)a 1. By taking ...,Part 12,Page 73,10.4,S
Sutasaid,13,0.8,Name/epithet requiring verification,divine_epithet,"by listening to which, the sin accumulated in the course of a hundred births, will be dissolved."" Su...",Part 9,Page 11,10.4,S
Sval,13,0.8,Name/epithet requiring verification,divine_epithet,"d thus: Vi,r'°'u said: 115. Obeisance to you, 0 great goddess, identical with Bhiil), Bhuval), Sval)...",Part 20,Page 84,10.4,S
Svetaketu,13,0.8,Name/epithet requiring verification,divine_epithet,"nce of restraints. 0 goddess, I told him, ""O sage of good holy rites, choose your boon."" 9. Then Sve...",Part 19,Page 250,10.4,S
Slander,17,0.6,Name/epithet requiring verification,proper_noun,"yatana 90 Sivaparvata 75 Skanda 118,536 Skanda, story of the birth of 242 Skanda 353 Skin 465 Slande...",Part 2,Page 599,10.2,S
Sutaja,17,0.6,Name/epithet requiring verification,proper_noun,"Then tell the story of those excelknt men by whom these deities were installed. 1 l. So also, 0 Suta...",Part 18,Page 391,10.2,S
SJcanda,12,0.8,Name/epithet requiring verification,divine_epithet,"S68 SJcanda PumJ.UZ When the eleventh thousand-year-period arrived, 0 excel- lent king, Lord Paramcs...",Part 15,Page 42,9.600000000000001,S
Sutik,12,0.8,Name/epithet requiring verification,divine_epithet,got into an excellent aerial chariot attended by divine damsels. He bowed down again and again to Su...,Part 8,Page 155,9.600000000000001,S
Sftta,12,0.8,Name/epithet requiring verification,divine_epithet,the Atharva Veda before this deity. CHAPTER ONE HUNDRED SEVENTYSEVEN Creation of Paficapil)Qika Sftt...,Part 17,Page 321,9.600000000000001,S
Sigara,12,0.8,Name/epithet requiring verification,divine_epithet,"he four directions by the sons of Sagara. Therefore, 0 goddess, the ocean is glorified by the name S...",Part 20,Page 23,9.600000000000001,S
Somavati,12,0.8,Name/epithet requiring verification,proper_noun,"d, Soma went immediately to Avanti. He controlled all his sense-organs and ·took his holy bath in So...",Part 12,Page 116,9.600000000000001,S
Somapas,12,0.8,Name/epithet requiring verification,divine_epithet,"f Kavya. Soma, Yama. Aryaman as well as Pitrs-gods of the categories of Agnisvittas. Barhi,ads and S...",Part 20,Page 355,9.600000000000001,S
SkandaPurll,12,0.8,"Related to: Name of the god of war, son of Śiva and Pārvatī",divine_epithet,"224 SkandaPurll:,a in regard to wealth and love I do not transgress Dharma§lstra. 0 Lord, I have com...",Part 5,Page 233,9.600000000000001,S
Suvaroamukhari,12,0.8,Name/epithet requiring verification,divine_epithet,r of the great Ocean Acyuta dwells here permanently on the well-known VenkaJicaJa on the banks of Su...,Part 4,Page 208,9.600000000000001,S
Speakers,12,0.8,Name/epithet requiring verification,divine_epithet,as the second deity of this place. Those who are born in this Gotra are weak and feeble-minded. Spea...,Part 9,Page 236,9.600000000000001,S
Sravar,12,0.8,Name/epithet requiring verification,divine_epithet,"the third lunar day in the bright half of Asvina. It can be performed in the months of A,ac;lha, Sra...",Part 12,Page 61,9.600000000000001,S
Siiktas,12,0.8,Name/epithet requiring verification,divine_epithet,"s including Vasava, who are good devotees of that Lord, eulogized him all round by means of Vedic Si...",Part 16,Page 188,9.600000000000001,S
Sivakavaca,12,0.8,Name/epithet requiring verification,divine_epithet,III.iii.12.1-8 CHAPTER TWELVE Description of Sivakavaca 1 ~1abha said: 333 1. After bowing down to M...,Part 9,Page 342,9.600000000000001,S
SIXTYEIGHT,13,0.7,Name/epithet requiring verification,divine_epithet,"s. He shall obtain the benefit of ten thousand Aiva,udhas (horse-sacrifices). CHAPTER TWO HUNDRED SI...",Part 20,Page 259,9.1,S
Suruci,15,0.6,Name/epithet requiring verification,proper_noun,"-aod, 145 Supar,ya, 138 Suplnva, 45 Supratika, 250 $Ora, 169 Surabhi. 244 Silrpar.lakhi. 312 Suruci,...",Part 8,Page 385,9.0,S
Siitaja,11,0.8,Name/epithet requiring verification,divine_epithet,arrated to you. CHAPTER ONE HUNDRED NINETEEN Defeat of the Army of Gods1 The sages said: 1-2. 0 Siit...,Part 17,Page 80,8.8,S
Siittvika,11,0.8,Name/epithet requiring verification,divine_relation,"ied beings. It is of three types, viz. Scittvika, Rajasa and rr- 2 ., amasa. 47. Persons of the Siit...",Part 2,Page 38,8.8,S
Sivesvara,11,0.8,Name/epithet requiring verification,divine_epithet,"r since then this • • deity is remembered as Sivesvara. , Those who always adore the excellent Sives...",Part 13,Page 137,8.8,S
Sovereign,11,0.8,Name/epithet requiring verification,divine_epithet,"you. the great one, alone that the~e Sastras were born and they have you as their only resort, 0 Sov...",Part 7,Page 282,8.8,S
Srikr,11,0.8,Name/epithet requiring verification,divine_epithet,"when Narada and other sages came to see him, Knt:1a the excellent (lord), asked all of them thus: Sr...",Part 8,Page 184,8.8,S
Subahu,11,0.8,Name/epithet requiring verification,divine_epithet,""" lndra said: 12. 0 Lord, tear asunder these five Danavas, namely Hiral).yak~a the great Daitya, Sub...",Part 17,Page 96,8.8,S
Sukresvara,11,0.8,Name/epithet requiring verification,divine_epithet,e shall be rich and become blessed with a son. The pilgrim shall also see the deity well-known as Su...,Part 20,Page 235,8.8,S
Svamitirtha,11,0.8,Name/epithet requiring verification,divine_epithet,who has taken his bath in Svamitirtha need not be afraid of the god of Death. Those men who visit Sv...,Part 4,Page 89,8.8,S
Siradi,11,0.8,Name/epithet requiring verification,divine_epithet,"222, 225 Sands, 10tden 85, 90 Sands, Lord Madhava vaniahed beneath the 101 Saitkha-~tra 1, 88 Siradi...",Part 5,Page 276,8.8,S
Silagrima,11,0.8,Name/epithet requiring verification,sacred_place,"one attains the highest goal. One who takes a holy dip in the sacred river Gar,4aki and worships Sil...",Part 9,Page 174,8.8,S
Svimi,11,0.8,Name/epithet requiring verification,proper_noun,"0 exceJlent Brihmaoa, I shall tell you in details a great and sacred story concerning the splendid S...",Part 4,Page 78,8.8,S
Suhrdaya,11,0.8,Name/epithet requiring verification,proper_noun,"i! Obeisance! Obeisance to you! Save, save [me~"" 116. With this prayer, a devotee should worships Su...",Part 2,Page 578,8.8,S
Sriiddha,11,0.8,Name/epithet requiring verification,divine_relation,in the abode of Rudra. 15• l 6. If any sinless person worships Stambhesvara after performing the Sri...,Part 2,Page 301,8.8,S
Srisomesa,11,0.8,Name/epithet requiring verification,divine_epithet,. He came to the excellent Prabhasika ~etra from Bhrgu Kalpa (modern Broach) with a desire to see Sr...,Part 20,Page 195,8.8,S
SIDS,12,0.7,Name/epithet requiring verification,divine_epithet,"are the holy ones who reside in Dharmirai:iya in Kali age."" 0 Lord Rama, it is destructive of all SI...",Part 9,Page 175,8.399999999999999,S
Siri,10,0.8,Name/epithet requiring verification,divine_epithet,"t beginningless period of time. 0 daughter of the Lord of the Mountains, with limbs as soft as the S...",Part 3,Page 176,8.0,S
Sknnda,10,0.8,Name/epithet requiring verification,divine_epithet,"ee-eyed Lord, the abode of joys, the mine of bliss saw Ka~i which is far better than even heaven. Sk...",Part 11,Page 139,8.0,S
Skand,10,0.8,"Related to: Name of the god of war, son of Śiva and Pārvatī",divine_epithet,"ii.57.1-4 CHAPTER FIFTYSEVEN Manijf''itation of l_)hur_uJ,hi Vznayaka and Fi,ftylix1 Vinayaka.'i Ska...",Part 11,Page 56,8.0,S
Svasti,10,0.8,Name/epithet requiring verification,divine_epithet,ural)Q 16. The divine Dundubhi drums were sounded then in the presence of the Lord. Reciting the Sva...,Part 4,Page 55,8.0,S
Sundari,10,0.8,Name/epithet requiring verification,divine_epithet,"74 104. They were Dundubhi, Satyavati, Antavati (Anavam1) and Sundari. These four attendants followe...",Part 3,Page 78,8.0,S
Sumitra,10,0.8,Name/epithet requiring verification,divine_epithet,"ell me, what work I shall carry out. 0 Lord, say why you came all of a sudden. Why did the son of Su...",Part 16,Page 410,8.0,S
Sridhara,10,0.8,Name/epithet requiring verification,divine_epithet,"ins. Repeated obeisance to the Lord seated on Garuda, and to Govinda. 14. Obeisance, obeisance to Sr...",Part 7,Page 176,8.0,S
Someivara,10,0.8,Name/epithet requiring verification,divine_epithet,d and excellent Tirtha in the mortal world well-known as Prabhisa extends to twelve Yojanas. Lord So...,Part 20,Page 54,8.0,S
Somaloka,10,0.8,Name/epithet requiring verification,divine_epithet,"antra 615 Sodasi 79 . . solar disc 578 solar zone 301 Soma 114, 115, 374, 620 Soma juice 339 Somalok...",Part 15,Page 344,8.0,S
Sflta,10,0.8,Name/epithet requiring verification,divine_epithet,"been mentioned, cause wonder unto me as well. My mind yearns (and is very eager) to bless them. Sflt...",Part 20,Page 31,8.0,S
