Name/Word,Frequency,Confidence_Score,Script Type,Found Form,Language,Monier Williams Meaning,Etymology,Page#,Part#,Context/Line#,Proper Noun/Epithet/Place,Notes
sires,11,0.7,roman,sires,Mixed,Name/epithet requiring verification,Unknown,Page 245,Part 8,"performs Mahilaya Sriddha rite on the fourteenth day, Lord Siva is prompt in granting him his de- sires. He teaches ham the (spiritual) knowledge of Siva and grants him Siyujya. By performing Mahilaya",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
SIXTYFIVE,11,0.7,roman,SIXTYFIVE,Mixed,Name/epithet requiring verification,Unknown,Page 403,Part 20,"ved of terrible sins and attains the auspicious order (protection) of Siva. CHAPTER THREE HUNDRED SIXTYFIVE Greatness of Sarilvartesvara ,isvara said: I. Then, 0 great goddess, one should go to Sarilv...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
SIXTYONE,11,0.7,roman,SIXTYONE,Mixed,Name/epithet requiring verification,Unknown,Page 402,Part 20,"at that place, shall never be affected by miseries and poverty in Sarhsira. CHAPTER THREE HUNDRED SIXTYONE Greatness of Markal}(Jesvara · isvara said: 1-2. Thereafter, 0 goddess, one should go to Ghaf...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
slaying,11,0.7,roman,slaying,Mixed,Name/epithet requiring verification,Unknown,Page 126,Part 9,"iataka, come back quickly. Let us fight."" Then a terrible battle ensued frightening everyone. For slaying him the mighty goddess drank liquor. The infuriated Mitangi squeezed the Danava into her mouth...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
slips,11,0.7,roman,slips,Mixed,Name/epithet requiring verification,Unknown,Page 112,Part 11,"lution in the presence of Jnanake~ava in Svcta Dvipa, a man should worship .Jnanakesava. He never slips down from knowledge (into ignorance). 9. I am named Tark~yakesava in the Tirtha named Tark~yatir",proper_noun,"Pattern: sa, Important: False, Confidence: 0.7"
sorrows,11,0.7,roman,sorrows,Mixed,Name/epithet requiring verification,Unknown,Page 104,Part 9,him sportively on the tip of his tusk. He assumed the brownish form of the boar that destroys all sorrows. How did that divine lord come to be Hayagriva ('Horse-necked')? For the sake of Prahlida that...,divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
sounded,11,0.7,roman,sounded,Mixed,Name/epithet requiring verification,Unknown,Page 356,Part 9,fore him. 44. Soon divine showers of flowers fell from the sky. Divine mu- sical instruments were sounded. Devas sang and danced. 45. Nirada and other sages as well as Sanaka and other celestial sages...,divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
spiri,11,0.7,roman,spiri,Mixed,Name/epithet requiring verification,Unknown,Page 12,Part 3,"hulinga (i.e. terrestrial Linga) without impurities. It is experienced (i.e. realized) by means of spiri- tual vision by your devotees, whether it is stationed within or wjthout. 5. 0 Lord of Devas, t...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
sprays,11,0.7,roman,sprays,Mixed,Name/epithet requiring verification,Unknown,Page 214,Part 4,auspicious musical instruments unto the Lord in the form of the Boar. Pearls scattered up by the sprays of water by the curling waves gave the impression of the mangalak1atas (auspicious raw rice- gra...,divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
sprung,11,0.7,roman,sprung,Mixed,Name/epithet requiring verification,Unknown,Page 205,Part 15,". It destroys all calamities. It has sprung up for the destruction of sins in holy· spots. It has sprung up out of the compassion (of the Lord) . In an earlier Kalpa, all the three worlds were overrun...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
stability,11,0.7,roman,stability,Mixed,Name/epithet requiring verification,Unknown,Page 334,Part 9,"evaded, Kala (god of Death) caunot be dodged and no object is permanent. 64. Where is fixity and stability in a dream? Where is truth and permanence in a magic feat? Where is the continuity in autumna...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
stalkers,11,0.7,roman,stalkers,Mixed,Name/epithet requiring verification,Unknown,Page 39,Part 20,"n Prabhisa; There, 0 my beloved goddess, in the great Pilha, Yoginis, both Earth- stalkers and Sky-stalkers, sport about as they please, accompa- nied by Bhairava. 4. Jilandhara (the second great Maha...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
stare,11,0.7,roman,stare,Mixed,Name/epithet requiring verification,Unknown,Page 36,Part 11,"ts who do not fulfil the task of their masters and who shamelessly stand in front of the Lord and stare at his face! 110. The earth, the mother of living beings, does not have great unbearable burden,",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
steal,11,0.7,roman,steal,Mixed,Name/epithet requiring verification,Unknown,Page 94,Part 6,"eal temple propenies. He got the post of the worshipping priest of Ahobala Nrsirhha. 1 He used to steal the oil, money and materials that came to the temple and used to maintain his family thereby. He",sacred_place,"Pattern: sa, Important: False, Confidence: 0.7"
strenuous,11,0.7,roman,strenuous,Mixed,Name/epithet requiring verification,Unknown,Page 207,Part 13,"f Vratas. Indeed, the three worlds were scorched by your terrible penance. Coming to know of your strenuous penance the Four-faced Lord of Devas approached you and said to you in auspicious words: ""O ...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
strewn,11,0.7,roman,strewn,Mixed,Name/epithet requiring verification,Unknown,Page 202,Part 5,"rlands of JapA flowen (China rose) andjumine flowers should be offered and hand- fuls of flowen be strewn on the feet. The Lord shall then be prayed to as follows, after circumambulation and obeisance...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
strikes,11,0.7,roman,strikes,Mixed,Name/epithet requiring verification,Unknown,Page 32,Part 6,"se words with smiles lighting up his face: .. 0 Nlrasirbha, this form of yours is very fierce. It strikes terror Into the beans of all embodied beings. Withdraw this."" 41. The Lord did all these thing...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
subdued,11,0.7,roman,subdued,Mixed,Name/epithet requiring verification,Unknown,Page 156,Part 3,n). 11. Gauri who stayed on the peak performed austerities. Thereby she pleased that Lord who had subdued all his sense- organs and gone away to an unknown place along with his GaQ&s (attendants). 12....,divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
subsequently,11,0.7,roman,subsequently,Mixed,Name/epithet requiring verification,Unknown,Page 192,Part 5,"ing (such worship) for five days, the man of holy rites engaged in devotion to Vi!:il,lU will not subsequently enter the body consisting of the five elements (i.e. he is liberated). On the full-moon d...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.7"
subtlest,11,0.7,roman,subtlest,Mixed,Name/epithet requiring verification,Unknown,Page 122,Part 19,"ey are called Tithis (Lunar days). The sixteen Kalas are thus glorified. Amii is the greatest and subtlest Sakti. 0 goddess, it is acclaimed that you are that .~akti. There are sixteen primordial Svar...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
supe,11,0.7,roman,supe,Mixed,Name/epithet requiring verification,Unknown,Page 17,Part 5,"o far as this holy spot is concerned. 39b-42. Brahmi, the grandfather (of the universe), is a Lord supe- rior to you. He watches out of curiosity the lower animals attaining identity with Vi,1,1u. Thi...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
syllabled,11,0.7,roman,syllabled,Mixed,Name/epithet requiring verification,Unknown,Page 253,Part 9,of Japayajna is (its being) the great means of securing prosperity. Great sages say that the six-syllabled Mantra of Siva is of divine nature. 9. Just as the Slayer of Tripura is the greatest of all D...,divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
Sarpa,11,0.6,roman,Sarpa,Mixed,Name/epithet requiring verification,Unknown,Page 480,Part 18,"Sarayii 394 Sarkara 1018 Sirkava 871 Sannitiha 249, 251, 636 Sarmitf.hi Tirtha 239, 251, 258 Sarpa 161 Sarpado,a 298 Sarva 436, 610, 1217 Sasisekhara 436 ~asf.hi 956 ~a,~kapatha 435 Sat 5, 262",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sinti,11,0.6,roman,Sinti,Mixed,Name/epithet requiring verification,Unknown,Page 417,Part 9,"Sariljfii, 91 Santi, 1 os, 131, 135 Sinti and Sumangali, 186 Santi installed as Kulamitrki, 108 Sinti installed in Nandapu'ra~ 106 Sarasvati, 141, 143, 154, 164 Skanda Pura.1_1,a Sarasvati brought t",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
cars,11,0.5,roman,cars,Mixed,Name/epithet requiring verification,Unknown,Page 93,Part 7,"ike another Kala, the annihilator. The Brihmal)a who was initiated in holy rites wore rings in his cars. He was resplendent like the sun. On seeing the Brihmaa,a, the hunter of fierce temperament boun...",proper_noun,"Pattern: cha_ca, Important: False, Confidence: 0.5"
slim,11,0.5,roman,slim,Mixed,Name/epithet requiring verification,Unknown,Page 298,Part 9,a Japa flower and the rising sun. She resembles (in brilliance) the cluster of lightning. She is slim and fascinating to the mind and the eyes. The crescent moon constitutes her crest jewel. She is ki,proper_noun,"Pattern: sa, Important: False, Confidence: 0.5"
Cage,10,0.8,roman,Cage,Mixed,Name/epithet requiring verification,Unknown,Page 256,Part 5,a at the end of worship. 22. Thus the devotee should pe-.10101 this Vnta (named) Milltipailjara ('Cage of the Martis') for a year. In order to get full benefit he should perform the rite of installati...,proper_noun,"Pattern: cha_ca, Important: False, Confidence: 0.8"
CaJ,10,0.8,roman,CaJ,Mixed,Name/epithet requiring verification,Unknown,Page 456,Part 2,"reat Asuras, and ate them furiously. There were a hundred Aktauhiois ( of Asuras) and the Asuras CaJ)~a and MuJ)4a, still a 1nouthful of the goddess was not complete. Imagine how terribly powerful sh",divine_epithet,"Pattern: cha_ca, Important: False, Confidence: 0.8"
Cancer,10,0.8,roman,Cancer,Mixed,Name/epithet requiring verification,Unknown,Page 221,Part 5,"y in the bright half of the month of A~iC:,ha, on the day of the transit of the Sun to the Zodiac Cancer or on the new-moon day in the month of A.5iic,lha. After worshipping Lord Madhusiidana, the des...",divine_epithet,"Pattern: cha_ca, Important: False, Confidence: 0.8"
Candrahari,10,0.8,roman,Candrahari,Mixed,Name/epithet requiring verification,Unknown,Page 367,Part 7,"sima Krfl)a. 140 Agastya. 142. 143. 144 Agnihocra. 184 Amrt,aku948. 216 annual festival of Lord Candrahari. 160 Arbuda. 140 Arundhati. 196 Asita. 14.S Atiritras. 184 Avanli, 139,218 Ayodhyi. 139,141,2",divine_epithet,"Pattern: cha_ca, Important: False, Confidence: 0.8"
Cao,10,0.8,roman,Cao,Mixed,Name/epithet requiring verification,Unknown,Page 84,Part 10,"Siva's names) I 100. 0 GaJ\gidhara, Andhalwipu, Hara, Nilakaolha, Bhuteia, # Khaodaparasu, Mrda, Cao(jikeia (Siva's name)! 0 Vaikuoihal 0 Kaitabharipul O KamaJha (Divine tortoise) I O Abjapii,i (lot",divine_epithet,"Pattern: cha_ca, Important: False, Confidence: 0.8"
Cat,10,0.8,roman,Cat,Mixed,Name/epithet requiring verification,Unknown,Page 201,Part 6,"ies. 9-10. At the doorways there should be gatekeepers made of clay (representing) Jaya, Vijaya, Cat:14a, Pracal}4a, Nanda and Sunanda, Kumuda and Kumudlk,a. They should be devoutly worshipped in the",proper_noun,"Pattern: cha_ca, Important: False, Confidence: 0.8"
Caturyugas,10,0.8,roman,Caturyugas,Mixed,Name/epithet requiring verification,Unknown,Page 328,Part 7,"yday (of God Brahmi). 20. 0 sage, the day of the Creator of the universe consits of one thousand Caturyugas (groups of four Yugas). His night is also of that duration. Both together (the day and night...",divine_epithet,"Pattern: cha_ca, Important: False, Confidence: 0.8"
Sabaras,10,0.8,roman,Sabaras,Mixed,Name/epithet requiring verification,Unknown,Page 42,Part 5,Sabara Dipaka. 2 29-30. It is on the western side of the Lord and is encircled by the abodes of Sabaras (hunters). There is a footpath leading to the temple of Vi~i:iu . It is there that Jagannlitha h...,divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Sabda,10,0.8,roman,Sabda,Mixed,Name/epithet requiring verification,Unknown,Page 116,Part 5,"m of very splendid perfect knowledge devoid of impurities. Obeisance to you having the appellation Sabda- brahn1an (Brahman in the form of sounc:1), 0 Lord with the universe as your form. 121. Hail to...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Salya,10,0.8,roman,Salya,Mixed,Name/epithet requiring verification,Unknown,Page 559,Part 2,"e conclusion in the sacred scriptures. 1. Mbh, Adi 189.23-29 mention only a wrestling duel between Salya, the king of Madras, and Bhima but not the exploit recorded here. Downloaded from https://www.h...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.8"
Samans,10,0.8,roman,Samans,Mixed,Name/epithet requiring verification,Unknown,Page 315,Part 20,"the personified form of ~s. Obei- ~ance to thee, 0 Lord, who have penetrated the splendour of the Samans. Obeisance to you (thee) whose body is solely of the form of perfect knowledge, to thee who hav...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Samhita,10,0.8,roman,Samhita,Mixed,Name/epithet requiring verification,Unknown,Page 34,Part 9,"rahman. Hence he possesses contradictory quahties. Since the days of the Rudridbyiya in Taittiriya Samhita a senes of names (epi- thets) became a traditional way of wonhipping a deity, be it ~iva, Vi,...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Samsara,10,0.8,roman,Samsara,Mixed,Name/epithet requiring verification,Unknown,Page 357,Part 7,"nly one capable of protecting from the great fear arising from Kala, Maya, Yama (god of Death) and Samsara. You are extremely compassionate and ignore the faults (and sins) committed by your devotees....",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Sanatana,10,0.8,roman,Sanatana,Mixed,Name/epithet requiring verification,Unknown,Page 244,Part 7,"rship that very Lord. 29-30. Sana, Sanatsujita, Sanaka, Sanandana, Sanatkumira, Kapila, Arur:ai, Sanatana, ~bhu, Yati and sages like Harhsa who are steady performers of vows-all these who are establis...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Sanitana,10,0.8,roman,Sanitana,Mixed,Name/epithet requiring verification,Unknown,Page 43,Part 8,", four-faced Lord Brahma was present in his assembly. Savitri and Sarasvati graced the sides. Sage Sanitana, intelligent Sanaka. Sanatkumara, the noble-souled Nirada, Sanandana and other eminent sages...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Sarhjiia,10,0.8,roman,Sarhjiia,Mixed,Name/epithet requiring verification,Unknown,Page 102,Part 9,"Vyasa said: 81-83. In order to reduce the severity of the refulgence of her lord, 0 eminent king, Sarhjiia performed the penance with due regard for Sun, beneath a tree of Bakula (Minsusops elengi). O...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Sarhvarta,10,0.8,roman,Sarhvarta,Mixed,Name/epithet requiring verification,Unknown,Page 12,Part 9,"t as well as Asal, Agastya of great splendour, the powerful Markai:i<Jeya, Jamadagni, Bharadvaja, Sarhvarta, Cyavana, the illustrious Durvisas, the righteous ~~ya.~rnga. the holy lord Sanatkumira, Yog...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Sarilbaditya,10,0.8,roman,Sarilbaditya,Mixed,Name/epithet requiring verification,Unknown,Page 319,Part 20,"Sun. CHAPTER THREE HUNDRED SEVEN Greatness of Aparanarayal}a isvara said: 1-4. To the east of Sarilbaditya, rather a little bit to the south-east, there is the shrine of the deity named Aparanarayil)a...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Saritbhu,10,0.8,roman,Saritbhu,Mixed,Name/epithet requiring verification,Unknown,Page 373,Part 9,en performed by me formerly? What has been given as religious gift by me? What special worship of Saritbhu has been performed by me in the course of hundreds of my previous births? 39. What a (great) ...,proper_noun,"Pattern: sa, Important: False, Confidence: 0.8"
Sasin,10,0.8,roman,Sasin,Mixed,Name/epithet requiring verification,Unknown,Page 328,Part 19,"ce with only fallen leaves and water constituting his diet. Due to the great- ness of that Liriga, Sasin became a delighter of everyone with his refulgence·. Therefore, the deity became Candresvara. D...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Satadru,10,0.8,roman,Satadru,Mixed,Name/epithet requiring verification,Unknown,Page 277,Part 7,"Sarasvati, Reva, Yamuna. Tapati (Tapti in north Maharashtra), Candrabhaga (Chinab), Vipasa (Bias), Satadru (Sutlej), Devika (Deva? or Gogra), Godavari, Kaveri, Kausiki (Kosi), Kr~Qa, Vea:ii, Bhimarath...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Satisvara,10,0.8,roman,Satisvara,Mixed,Name/epithet requiring verification,Unknown,Page 395,Part 11,"that will be realized by him by adoring Satis-vara. There is no doubt about it. After worshipping Satisvara if anyone desires anything, that desire will soon be fulfilled. On the eighth day from today...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.8"
Saturdays,10,0.8,roman,Saturdays,Mixed,Name/epithet requiring verification,Unknown,Page 74,Part 6,ould be per- formed at the root of Agvattha. . 48. The worship of Agvattha should be conducted on Saturdays by touching it. On other days if a man touches it he will become poor. 49. Those men who per...,proper_noun,"Pattern: sa, Important: False, Confidence: 0.8"
Sept,10,0.8,roman,Sept,Mixed,Name/epithet requiring verification,Unknown,Page 139,Part 9,ng the water and taking bath there on the fourteenth day in the dark half of the month of A§vina (Sept.-October). 40-42. If the devotee undertakes fast in accordance with the injunctions and worships,proper_noun,"Pattern: se, Important: False, Confidence: 0.8"
Sever,10,0.8,roman,Sever,Mixed,Name/epithet requiring verification,Unknown,Page 189,Part 15,"way my thirst for worldly things. Grant me Lak~mi (fortune) quickly who resides in your own heart. Sever the noose of pride and delusion. 0 Lord of Devas, redeem me from the worldly bondage. This pray...",divine_epithet,"Pattern: se, Important: False, Confidence: 0.8"
Sevt,10,0.8,roman,Sevt,Mixed,Name/epithet requiring verification,Unknown,Page 138,Part 11,"ful followers of mine c·ame then·; they wen· six-facc .. d, Knm.iras and peacoc k-vehicled. 101. Sevt>n <.·rorcs of elephant-faced gods with huge bellies came there in great spt>ed. Wielding shining a",divine_epithet,"Pattern: se, Important: False, Confidence: 0.8"
Sflta,10,0.8,roman,Sflta,Mixed,Name/epithet requiring verification,Unknown,Page 31,Part 20,"been mentioned, cause wonder unto me as well. My mind yearns (and is very eager) to bless them. Sflta said: 21. 0 Brahmal)as, the goddess became highly surprised on hearing the words of Hara. She sp",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Siila,10,0.8,roman,Siila,Mixed,Name/epithet requiring verification,Unknown,Page 303,Part 19,"down to by all the Devas! 27. 0 subduer of big Mahi~a, 0 goddess armed with GhaTJ,,ii (hell) and Siila (trident), 0 goddess of frightful form, 0 goddess Siva with hideous eyes, 0 great Maya, 0 nectari...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Sim,10,0.8,roman,Sim,Mixed,Name/epithet requiring verification,Unknown,Page 317,Part 20,"678 lsvara said: SiantlaPu,,., CHAPTER THREE HUNDRED SIX Greatness of Sim.biditya 1-4. Thereafter, 0 great goddess, a pilgrim should go to the excellent shrine of Simbidi",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Sindhudvipa,10,0.8,roman,Sindhudvipa,Mixed,Name/epithet requiring verification,Unknown,Page 228,Part 8,"The jackal and the monkey said: 33-36. 0 holy lord conversant with all pious rites, 0 great sage Sindhudvipa, do save us. Repeatedly look at us mercifully, joy- ously. T-ell us that means whereby the ...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Sini,10,0.8,roman,Sini,Mixed,Name/epithet requiring verification,Unknown,Page 158,Part 19,"e worlds with his refulgence. He was endowed with excessive brilliance. 129. Nine goddesses vii Sini, Kuhu, Dyuti, Pu~li, Prabha, Vasu, Kirti, Dhrti and Lak,mi serve4 him. 130. The unperturbed Lord",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Siri,10,0.8,roman,Siri,Mixed,Name/epithet requiring verification,Unknown,Page 176,Part 3,"t beginningless period of time. 0 daughter of the Lord of the Mountains, with limbs as soft as the Siri'8 flower, what a great incongruity between this delicate body of yours and the austerities, medi...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Skand,10,0.8,roman,Skand,Mixed,"Related to: Name of the god of war, son of Śiva and Pārvatī","from √skand ""to leap""",Page 56,Part 11,"ii.57.1-4 CHAPTER FIFTYSEVEN Manijf''itation of l_)hur_uJ,hi Vznayaka and Fi,ftylix1 Vinayaka.'i Skand,, said: Lord Visvesa entered the ausp1c1ous city of Varai:iasi. 47 I. 0 excellent sage, Visvesa",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Sknnda,10,0.8,roman,Sknnda,Mixed,Name/epithet requiring verification,Unknown,Page 139,Part 11,"ee-eyed Lord, the abode of joys, the mine of bliss saw Ka~i which is far better than even heaven. Sknnda w1d: 110. By listening to this meritorious narrative that destroys tlw sins of ten million bi1 ...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Somaloka,10,0.8,roman,Somaloka,Mixed,Name/epithet requiring verification,Unknown,Page 344,Part 15,"antra 615 Sodasi 79 . . solar disc 578 solar zone 301 Soma 114, 115, 374, 620 Soma juice 339 Somaloka 574 Somanitha 3'nl Somanitha, power of 284 Somapas 17 Somarija (Moon-god) 573 Soma.;armi 591",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Someivara,10,0.8,roman,Someivara,Mixed,Name/epithet requiring verification,Unknown,Page 54,Part 20,d and excellent Tirtha in the mortal world well-known as Prabhisa extends to twelve Yojanas. Lord Someivara there is well-known in all the three worlds. 2!. To the east thereof is the well-known shrin...,divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Sridhara,10,0.8,roman,Sridhara,Mixed,Name/epithet requiring verification,Unknown,Page 176,Part 7,"ins. Repeated obeisance to the Lord seated on Garuda, and to Govinda. 14. Obeisance, obeisance to Sridhara who has excellent tresses, nose and forehead; to the discus-bearing Lord who has good robes a...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Sud,10,0.8,roman,Sud,Mixed,Name/epithet requiring verification,Unknown,Page 70,Part 5,(The following shall proceed:) Those who are experts in politics and 1. !akti-!ambbus: The various Sud-goddesses and Siva-lingu installed in lhc Puna•ottama ~- Downloaded from https://www.holybooks.co...,divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Sumitra,10,0.8,roman,Sumitra,Mixed,Name/epithet requiring verification,Unknown,Page 410,Part 16,"ell me, what work I shall carry out. 0 Lord, say why you came all of a sudden. Why did the son of Sumitra not come with you? Nor Janaki? Sii,ta said: 14. Raghava heaved a sigh with his face covered by...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Sundari,10,0.8,roman,Sundari,Mixed,Name/epithet requiring verification,Unknown,Page 78,Part 3,"74 104. They were Dundubhi, Satyavati, Antavati (Anavam1) and Sundari. These four attendants followed her. 105. Camw;i4a created by the Goddess was highly terrible on",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Svasti,10,0.8,roman,Svasti,Mixed,Name/epithet requiring verification,Unknown,Page 55,Part 4,ural)Q 16. The divine Dundubhi drums were sounded then in the presence of the Lord. Reciting the Svasti Suktaa (Hymns of Bene- diction) the sages followed him. • 17. Accompanied by the groups of Devas,divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
calculate,10,0.7,roman,calculate,Mixed,Name/epithet requiring verification,Unknown,Page 249,Part 20,"t for a day and a night and then make the gift of a Gl&rta, Dhm,u ( cow made of ghee). No one can calculate the merit he attains. Thus is stated the greatness of the Lord with blazing rays. 0 lady wit...",divine_epithet,"Pattern: cha_ca, Important: False, Confidence: 0.7"
calmly,10,0.7,roman,calmly,Mixed,Name/epithet requiring verification,Unknown,Page 329,Part 8,"and the sages and meditated on Lord Umapati (Siva) in the presence of those sages. Then the king calmly began to leap into the fire. At that time, 0 Brfihma1:u1s, even as the sages continued to Downlo...",divine_epithet,"Pattern: cha_ca, Important: False, Confidence: 0.7"
canopy,10,0.7,roman,canopy,Mixed,Name/epithet requiring verification,Unknown,Page 60,Part 4,"yellowish blue colour, stationed in the sky with his wings spread over the head of the Lord like a canopy. He was attended upon by the conch, discus, iron club and sword standing nearby. Be- hind them...",divine_epithet,"Pattern: cha_ca, Important: False, Confidence: 0.7"
caravan,10,0.7,roman,caravan,Mixed,Name/epithet requiring verification,Unknown,Page 316,Part 16,"0 my beloved, I shall cast off my body here itself undoubtedly. You go home along with some good caravan."" TM wifa 1aitl: 50. 0 my Lord and beloved one, 0 highly esteemed one, I have never taken food ...",divine_epithet,"Pattern: cha_ca, Important: False, Confidence: 0.7"
charged,10,0.7,roman,charged,Mixed,Name/epithet requiring verification,Unknown,Page 186,Part 2,e and was destructive of enemies. The intelli- gent (Lord Indra) fixed it to his invincible bow and charged it with Aghora Mantra. He then drew the bowstring as far as his ear (along with the arrow) w...,divine_epithet,"Pattern: cha_ca, Important: False, Confidence: 0.7"
cherishes,10,0.7,roman,cherishes,Mixed,Name/epithet requiring verification,Unknown,Page 46,Part 15,"conch and discus, who holds the Vedas in his womb. In my opinion there is no doubt that none who cherishes enmity against Hari, the Lord of Lokaloka, can remain happy even for a period of a 11ingle wi...",divine_epithet,"Pattern: che, Important: False, Confidence: 0.7"
chop,10,0.7,roman,chop,Mixed,Name/epithet requiring verification,Unknown,Page 529,Part 2,"He then placed his left foot on her neck and took up the knife in his right hand with a desire to chop off her nose. Then the daughter of Muru trembled and spoke slowly to Ghatotkaca: 45. ""0 Lord, I",divine_epithet,"Pattern: cha_ca, Important: False, Confidence: 0.7"
saved,10,0.7,roman,saved,Mixed,Name/epithet requiring verification,Unknown,Page 559,Part 2,"Then, 0 Yudhi~thira, why do you not eulogize me, a heroic warrior by whom you have been formerly saved from the house of lac. 24. The Lord of Madra was struck with a tree and forced to sprawl in the",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
scattered,10,0.7,roman,scattered,Mixed,Name/epithet requiring verification,Unknown,Page 132,Part 7,"inal passage by means of its foot. 16. Thereupon, the seminal fluid of the enemy of Bali became scattered on the ground. Therefore Lord Indra became furious with the foetus. J 7-19. With the edge of t...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
secluded,10,0.7,roman,secluded,Mixed,Name/epithet requiring verification,Unknown,Page 182,Part 4,and excited and inebriated on account of the (imbibed) liquor extracted from the flowers. 18. In secluded spots he saw divine Yogins who were deeply engrossed in meditating on Siva and full of respect...,divine_epithet,"Pattern: se, Important: False, Confidence: 0.7"
sellers,10,0.7,roman,sellers,Mixed,Name/epithet requiring verification,Unknown,Page 156,Part 20,"d those who preside over the worship on behalf of a Sudra. 61. Physicians, idol-attendants, meat-sellers and those who maintain themselves by trade arc prohibited in ceremonies connected with llavya a...",proper_noun,"Pattern: se, Important: False, Confidence: 0.7"
sen,10,0.7,roman,sen,Mixed,Name/epithet requiring verification,Unknown,Page 206,Part 13,"hen formerly during a fight with me Andhaka roared like a lion, 0 goddess, my body experienced the sen- sation of horripilation (Katilflkita) . This Linga, destructive of all enemies appeared then. Si...",divine_epithet,"Pattern: se, Important: False, Confidence: 0.7"
sending,10,0.7,roman,sending,Mixed,Name/epithet requiring verification,Unknown,Page 43,Part 4,"n seeing her as (beautiful as) Rama he came under the control of the god of Love. The Lord will be sending his attendant Laliti I. Unfortunately the tragic condition, want of food etc., of these triba...",divine_epithet,"Pattern: se, Important: False, Confidence: 0.7"
senility,10,0.7,roman,senility,Mixed,Name/epithet requiring verification,Unknown,Page 13,Part 11,"sage Harita performed a fierce penance in VaraQ.asi. 41. Thereafter that deity Aditya who dispels senility is remembered as Vrddhaditya, because he had been propitiated by the old sage Harita. 42. Man...",divine_epithet,"Pattern: se, Important: False, Confidence: 0.7"
separa,10,0.7,roman,separa,Mixed,Name/epithet requiring verification,Unknown,Page 55,Part 10,"rly when that Lord Viiveaa went to Mandara, a condition similar to this befell him too, due to the separa- tion from Kasi. · 95. In order to know the full details of that (Kiii) the Trident-bearing Lo...",divine_epithet,"Pattern: se, Important: False, Confidence: 0.7"
