Name,Frequency,Confidence,Sanskrit_Meaning,Name_Type,Source_Context,Part_Found,Page_Found,Quality_Score,Starting_Pattern
Sena,16,0.8,Name/epithet requiring verification,divine_epithet,"e of Brahma she was wooed by Kumara. Then Kumara, the son of Sankara, became Se11iipati ('Lord of Se...",Part 1,Page 247,12.8,Se
Svar,16,0.8,Name/epithet requiring verification,sacred_place,"riation of temple property), BrahmasvahararJ.a (Misappropriation of the assets of Brahmai,as) and Sv...",Part 9,Page 397,12.8,S
China,16,0.8,Name/epithet requiring verification,proper_noun,"ould worship her). White and red Karavira flowers, Kari:iikira, Kalhara, Campaka, Ketaki and Japa (C...",Part 9,Page 119,12.8,Chi
Swarms,16,0.8,Name/epithet requiring verification,divine_epithet,ls. It was full off ragrance due to the clusters and nosegays of flowers and divine incense. 10. Swa...,Part 3,Page 18,12.8,S
Sanandana,16,0.8,Name/epithet requiring verification,divine_epithet,"ve resorted to Pravrtta Dharma (should) worship that very Lord. 29-30. Sana, Sanatsujita, Sanaka, Sa...",Part 7,Page 244,12.8,Sa
Sahasra,16,0.8,Name/epithet requiring verification,divine_epithet,na Sistri Anjarlekar (K.B. Davale Pub. Bombay) pp. 46-.S I give the following procedure for this: Sa...,Part 7,Page 172,12.8,Sa
Silada,16,0.8,Name/epithet requiring verification,divine_relation,a) with the other noble-souled leading sages fell at the pair of the lotus-like feet of the son of S...,Part 3,Page 101,12.8,S
Cakrapu,16,0.8,Name/epithet requiring verification,divine_epithet,a man obtains radiance in form by worshipping the great Lord Jyotiriipesvara on the banks of the Cak...,Part 11,Page 398,12.8,Cha
SEVENTYFIVE,18,0.7,Name/epithet requiring verification,divine_epithet,Vll.l.275.1+-276.1-8a CHAPTER TWO HUNDRED SEVENTYFIVE Greatness of Trinetresvara IJvara said.: 627 1...,Part 20,Page 266,12.6,Se
Chandas,15,0.8,Name/epithet requiring verification,divine_epithet,d the Sun-god for full hundred years. 9-12. I prayed to him by means of extremely pure Japas of Chan...,Part 2,Page 408,12.0,Cha
Carai,15,0.8,Name/epithet requiring verification,divine_epithet,"to it with mental concentration. It is destructive of all sins. Formerly Devas, Sages, Gandharvas, C...",Part 13,Page 68,12.0,Cha
CHAPl,15,0.8,Name/epithet requiring verification,divine_epithet,D.ii.29.1-10 CHAPl'Ek. TWENTYNINE The Lord Grants Boons to lndradyumna Jaimini said: 163 1-4. After ...,Part 5,Page 172,12.0,Cha
Sala,15,0.8,Name/epithet requiring verification,divine_epithet,"folia), divine trees, Ficus infec:toria, Banyan trees, Kiril~uka and sandal trees, Vatica robusta, S...",Part 7,Page 247,12.0,Sa
Salmali,15,0.8,Name/epithet requiring verification,proper_noun,"5 Salakarman 548 Saligrarna 839, 1046, 1047 Saligrama worship 1043 Salihotras 465 Sallaka 966 Salmal...",Part 18,Page 479,12.0,Sa
Sana,15,0.8,Name/epithet requiring verification,divine_epithet,s of life- all those who have resorted to Pravrtta Dharma (should) worship that very Lord. 29-30. Sa...,Part 7,Page 244,12.0,Sa
Santa,15,0.8,Name/epithet requiring verification,divine_epithet,"and engaged in ritualistic duties. Angirasa, Arhbari~a and the next Yauvanasva (are the Pravaras). S...",Part 9,Page 242,12.0,Sa
Sarilbara,15,0.8,Name/epithet requiring verification,divine_epithet,ya is situated within a distance of only five Gavyii.tis to the east of Devakula in the middle of Sa...,Part 20,Page 328,12.0,Sa
Sarilsira,15,0.8,Name/epithet requiring verification,divine_epithet,t is that God Siva who bestows (the favour of) crossing the impassable ocean of worldly existence (S...,Part 9,Page 21,12.0,Sa
Sarni,15,0.8,Name/epithet requiring verification,divine_epithet,"nes and gods, they become pleased. If a man offers a ball of rice (even) of the size of a leaf of Sa...",Part 9,Page 38,12.0,Sa
Slumda,15,0.8,Name/epithet requiring verification,divine_epithet,"Slumda PuriirJ,a the Bull-cmblemed Lord, said these words with great satisfac- tion to all the Pitrs...",Part 11,Page 135,12.0,S
Siikta,15,0.8,Name/epithet requiring verification,divine_epithet,flow of water. Reciting the Plvamlnfyaka hymns he should bathe the Devas and again reciting Sri Siik...,Part 5,Page 246,12.0,S
Sumbha,15,0.8,Name/epithet requiring verification,divine_epithet,"field, Jalandhara angrily rushed at the Lord of Car:i<Ji discharging thousands of arrows. ' 6. Sumbh...",Part 6,Page 155,12.0,S
Suto,15,0.8,Name/epithet requiring verification,divine_epithet,egain the lost prosperity and glory of Devas. CHAPTER ONE HUNDRED TWENTYONE Mahi~asura Defeated Suto...,Part 17,Page 88,12.0,S
Sukanyi,15,0.8,Name/epithet requiring verification,divine_epithet,"of excellent complexion, he thus proclaimed his power all over the worlds. Then he sported with Suka...",Part 20,Page 286,12.0,S
Srimata,15,0.8,Name/epithet requiring verification,proper_noun,"Prayiga, 184 pres1dmg deny of the holy place Dharmiral)ya, 171 pnde, 33 procedure of Sridevi (Srimat...",Part 9,Page 416,12.0,S
Sutra,15,0.8,Name/epithet requiring verification,divine_epithet,n Vi~Qu nor even on a par with him in any respect. The hunter asked: How did this Priil)a called Sut...,Part 7,Page 105,12.0,S
Svargaloka,15,0.8,Name/epithet requiring verification,divine_epithet,"the deity and the sacred Tilaka mark was put. He caused all the 1irthas on the earth, Pitala and Sva...",Part 19,Page 157,12.0,S
Saka,19,0.6,Name/epithet requiring verification,proper_noun,he Saka Era began in I B.C. (beginning of Kali Age 3101- 3100 Kali). If the Purina means SAlivAhana ...,Part 2,Page 364,11.4,Sa
Susila,14,0.8,Name/epithet requiring verification,divine_relation,"utiful arms. 18. He was being worshipped by Radha, with multitudes of her friends, of whom Jaya, Sus...",Part 7,Page 294,11.2,S
Subduer,14,0.8,Name/epithet requiring verification,divine_epithet,duly. He then entered the royal palace built by Visvakarmar) Skanda said: 121. Thus Vighnajit ('Subd...,Part 11,Page 67,11.2,S
Sirilba,14,0.8,Name/epithet requiring verification,divine_epithet,"e him illuminating the ten di- rections by means of his own refulgence. Then the sage saw Sarhbhu, S...",Part 8,Page 99,11.2,S
Sianda,14,0.8,Name/epithet requiring verification,proper_noun,516 Sianda Amina • sacred spot granting excellent achievement and perfection) named after me. All of...,Part 15,Page 190,11.2,S
Siitanandana,14,0.8,Name/epithet requiring verification,divine_epithet,Tirtha. He obtained them due to the efficacy of the Tirtha. The sages asked: 9. 0 son of Silta (Siit...,Part 8,Page 156,11.2,S
Sivaya,14,0.8,Name/epithet requiring verification,divine_epithet,"fulfilment of her ambition. 77. She performed the Japa of the five-syllabled Mantra (viz. Nama/:, Si...",Part 3,Page 165,11.2,S
Cakratinha,14,0.8,Name/epithet requiring verification,divine_epithet,"s, one should take holy bath for the purification of his sins. 58-62. Then he should take bath in Ca...",Part 8,Page 64,11.2,Cha
Sahadeva,14,0.8,Name/epithet requiring verification,divine_epithet,"i(jiirya, Lord Sridaityasiidana and the great sage Markai:i<jeya. 1. Maternal uncle of Nakula and Sa...",Part 19,Page 295,11.2,Sa
SAanda,14,0.8,Name/epithet requiring verification,divine_epithet,658 SAanda Puffitaa was accompanied by Virabhadra. The great goddess is the destroyer of Daqa 's Yaj...,Part 20,Page 297,11.2,Sa
Saila,14,0.8,Name/epithet requiring verification,divine_epithet,"the Lord of the Aru.J.ta mountain. He bowed down and spoke thus: 42. ""Be pleased, 0 Lord of Sooa-Sai...",Part 3,Page 15,11.2,Sa
Chinab,14,0.8,Name/epithet requiring verification,divine_epithet,"; (Rivers like) Ganga, Sarasvati, Reva, Yamuna. Tapati (Tapti in north Maharashtra), Candrabhaga (Ch...",Part 7,Page 277,11.2,Chi
Saumya,14,0.8,Name/epithet requiring verification,proper_noun,rom Kusumbha. 67. Lavinga (clove) is to be taken in as destructive of all sins. In the month of Saum...,Part 17,Page 274,11.2,Sa
Sayugva,14,0.8,Name/epithet requiring verification,divine_epithet,"bly bowed down to the sage, sat near him and asked him: 87--91. ""O holy lord, are you (the Sage) Say...",Part 8,Page 175,11.2,Sa
Subhadrl,14,0.8,Name/epithet requiring verification,divine_epithet,imes and worship Sri Puru~ottama by means of the Mantrarlja. Similarly he should worship Bala and Su...,Part 5,Page 248,11.2,S
Sudar,14,0.8,Name/epithet requiring verification,divine_epithet,"d by the Gandharva, Kapilasphota got into his position. On account of the curse of the great sage, S...",Part 8,Page 71,11.2,S
Strenuously,14,0.8,Name/epithet requiring verification,divine_epithet,"epa- rately and with other foliages, also with hundred thousands of leaves he worshipped Sankara. St...",Part 10,Page 161,11.2,S
Sarhkalpa,14,0.8,Name/epithet requiring verification,divine_epithet,"Pra1J,ilyilma. Before the deity he should remain with palms joined in reverence and then state the S...",Part 9,Page 378,11.2,Sa
Santanu,14,0.8,Name/epithet requiring verification,divine_epithet,"of mine. Skanda said: 7. When asked thus by that pious-sou led Yudhi~thira, Bhi~ma, the son of Santa...",Part 7,Page 240,11.2,Sa
Sanctum,14,0.8,Name/epithet requiring verification,divine_epithet,s. Hereafter there shall be Utpalavartikas. In the centre of the ~etra is stationed my Garbhagrha (S...,Part 19,Page 74,11.2,Sa
Sambara,14,0.8,Name/epithet requiring verification,divine_epithet,"having done his duties and contented. 2-9. Formerly, 0 goddess, Suras were defeated in battle by Sam...",Part 13,Page 272,11.2,Sa
Sarabha,14,0.8,"Related to: Reed bed, birthplace of Kārttikeya",divine_epithet,". He saw on his way d~er, elephants, lions, a variety of ox called Gavaya, the eight-footed animal S...",Part 4,Page 48,11.2,Sa
Satyasandha,14,0.8,Name/epithet requiring verification,divine_epithet,battle along with his sons. 90. Then all those Brahmat:1as hailing form Gartitirtha ap- proached Sat...,Part 17,Page 118,11.2,Sa
Sivapura,14,0.8,Name/epithet requiring verification,divine_epithet,"s advised by the powerful Vi,QU. 7-8. On the advice of Vi~Qu, 0 Siva, Samba went to the charming Siv...",Part 20,Page 317,11.2,S
Stha,14,0.8,Name/epithet requiring verification,divine_epithet,"a, 0 Sarva, O three-eyed one, 0 Dhiirjap, 0 enemy of god of Love, 0 enemy of the (three) Puras, 0 St...",Part 3,Page 146,11.2,S
Silta,14,0.8,Name/epithet requiring verification,divine_epithet,s holy Tirtha. He obtained them due to the efficacy of the Tirtha. The sages asked: 9. 0 son of Silt...,Part 8,Page 156,11.2,S
Sivaiarman,14,0.8,Name/epithet requiring verification,divine_epithet,146 Budha (Mercury) became the guest ( object) of the eyes of Sivaiarman. Sivasannan said: 21. 0 att...,Part 10,Page 150,11.2,S
SEVENTYNINE,16,0.7,Name/epithet requiring verification,divine_epithet,VII.I.279.1-12 637 CHAPTER. 'IWO HUNDRED SEVENTYNINE Greatness of Cyavaniditya livara 1aitl: 1-5. Th...,Part 20,Page 276,11.2,Se
SEVENTYEIGHT,16,0.7,Name/epithet requiring verification,divine_epithet,650 Sltlw.PunltNI CHAPTER TWO HUNDRED SEVENTYEIGHT Greatness of Mii(iii)iaathina lsvaTa said: 1-4.. ...,Part 20,Page 269,11.2,Se
Sriddhas,18,0.6,Name/epithet requiring verification,proper_noun,"4, 7, 137 Naraka, 96 Narintaka, 160 Nannadi, 164 navakira, 209 navel of Visnu, 64 neglect of Sriddha...",Part 9,Page 416,10.8,S
SIXTYFOUR,15,0.7,Name/epithet requiring verification,divine_epithet,hould be wor- shipped as per procedure. Thereby one is absolved of all sins. CHAPTER THREE HUNDRED S...,Part 20,Page 403,10.5,S
Samadhi,13,0.8,Name/epithet requiring verification,divine_epithet,"ents and worshipped them, the Lord also did so by being immanent in all of them. 20. By means of Sam...",Part 17,Page 141,10.4,Sa
Sapi,13,0.8,Name/epithet requiring verification,divine_epithet,"east of Agastya Sthina at a distance only of two Gav,utis (Gavyuti = 3 Kms.). The holy spot named Sa...",Part 20,Page 291,10.4,Sa
Sailkha,13,0.8,Name/epithet requiring verification,proper_noun,"e conch. 0 dear one, by worshipping it he causes great delight unto me. During the worship of the Sa...",Part 6,Page 226,10.4,Sa
Carhpaka,13,0.8,Name/epithet requiring verification,sacred_place,"such as lion, tiger, boar, elephant and buffalo. It abounded in trees like Tamala, Tila, Hintila, Ca...",Part 8,Page 98,10.4,Cha
Sarikha,13,0.8,Name/epithet requiring verification,divine_epithet,"and plenty of refulgence. Accompanied by you, we shall go to the banks of Svamipu,karii;ii and see S...",Part 4,Page 222,10.4,Sa
Siddheivara,13,0.8,Name/epithet requiring verification,divine_epithet,"tness of Siddhesvara 1-3. Thereafter, 0 great godde11, a pilgrim should go to the gre•t shrine of Si...",Part 20,Page 255,10.4,S
Saubhigya,13,0.8,Name/epithet requiring verification,divine_epithet,"sung about by the name ""Datta"". 52. 0 Daughter of Himilaya, that fair lady obtained un- paralleled S...",Part 13,Page 230,10.4,Sa
Chastise,13,0.8,Name/epithet requiring verification,divine_epithet,"punishment to your noble- souled devotees. Hence we have sought refuge in you alone, 0 great Lord. C...",Part 7,Page 73,10.4,Cha
Sankhya,13,0.8,Name/epithet requiring verification,divine_epithet,"pid, 0 Kesava. I, therefore, cherish you in my heart. Swikura said: 3. 0 Lord! The Three Vedas, Sank...",Part 7,Page 282,10.4,Sa
Simi,13,0.8,Name/epithet requiring verification,divine_epithet,six hundred; five hundred from Manasa Saras. 20. From Vasukihrada ten thousand Brahmar:ias came. Sim...,Part 11,Page 149,10.4,S
Siiyujya,13,0.8,Name/epithet requiring verification,divine_epithet,ation to Brahma through a Visudeva. a manifestation of the Vyiiha (obscure). Thereafter he grants Si...,Part 7,Page 113,10.4,S
Sarvatirtha,13,0.8,Name/epithet requiring verification,proper_noun,"anu,1ko(i Sri Suta said: Skanda PuralJD t-3a. After taking the holy bath in the extremely sacred Sar...",Part 8,Page 197,10.4,Sa
Sivi,13,0.8,Name/epithet requiring verification,divine_epithet,"distress of the earth. Be victorious, 0 omnipresent goddess. 0 Kilar:itri, obei- sance to you. 0 Siv...",Part 20,Page 231,10.4,S
Sabari,13,0.8,Name/epithet requiring verification,proper_noun,"Chaner issued by Rimacandra, 193 Rtukala, 47 rules regarding bath, 36 Sibari Mantra Vidyi, 192 Sabar...",Part 9,Page 417,10.4,Sa
Siyujya,13,0.8,Name/epithet requiring verification,divine_epithet,Il. vii.16.52-ll. vii J 7 .8 81 inaccessible even to Devas. In the end he attained Siyujya with the ...,Part 7,Page 92,10.4,S
Somatirtha,13,0.8,Name/epithet requiring verification,divine_epithet,ctions whereby the benefit becomes ever- lasting and unmutilated. A man who takes his holy bath in S...,Part 15,Page 212,10.4,S
Sooa,13,0.8,Name/epithet requiring verification,divine_epithet,: 48. After saying thus the Lord vanished. King Vajraogada was contented. Worshipping the Lord of So...,Part 3,Page 189,10.4,S
Sudyumna,13,0.8,Name/epithet requiring verification,divine_epithet,"ever with a Kala (one sixteenth part) of theirs."" 16. After saying this, Lord Mahadeva vanished. Sud...",Part 12,Page 68,10.4,S
Surhbha,13,0.8,Name/epithet requiring verification,divine_epithet,". Then the Lord with a conch, lotus and Sarnga bow in his hands spoke to him: 77. uo inauspicious Su...",Part 2,Page 173,10.4,S
Salera,13,0.8,Name/epithet requiring verification,divine_epithet,"ent Brlihmai:ia, J shall tell you. 54-59a. Every day, 0 Brahmar:ia. multitudes of Devas including Sa...",Part 5,Page 52,10.4,Sa
Sanctorum,13,0.8,Name/epithet requiring verification,divine_epithet,ter there shall be Utpalavartikas. In the centre of the ~etra is stationed my Garbhagrha (Sanctum Sa...,Part 19,Page 74,10.4,Sa
Sanas,13,0.8,Name/epithet requiring verification,divine_epithet,e goddess Yoganandini. She has come out from the body of the greatest Prakrti formerly. The four San...,Part 2,Page 452,10.4,Sa
Slianda,13,0.8,Name/epithet requiring verification,divine_epithet,64 CHAPTER SEVENTEEN The Greatness of Dasasvamedha1 Sanatkumara said: Slianda Pura'l)a 1. By taking ...,Part 12,Page 73,10.4,S
Sutasaid,13,0.8,Name/epithet requiring verification,divine_epithet,"by listening to which, the sin accumulated in the course of a hundred births, will be dissolved."" Su...",Part 9,Page 11,10.4,S
Sval,13,0.8,Name/epithet requiring verification,divine_epithet,"d thus: Vi,r'°'u said: 115. Obeisance to you, 0 great goddess, identical with Bhiil), Bhuval), Sval)...",Part 20,Page 84,10.4,S
Svetaketu,13,0.8,Name/epithet requiring verification,divine_epithet,"nce of restraints. 0 goddess, I told him, ""O sage of good holy rites, choose your boon."" 9. Then Sve...",Part 19,Page 250,10.4,S
Slander,17,0.6,Name/epithet requiring verification,proper_noun,"yatana 90 Sivaparvata 75 Skanda 118,536 Skanda, story of the birth of 242 Skanda 353 Skin 465 Slande...",Part 2,Page 599,10.2,S
Sutaja,17,0.6,Name/epithet requiring verification,proper_noun,"Then tell the story of those excelknt men by whom these deities were installed. 1 l. So also, 0 Suta...",Part 18,Page 391,10.2,S
SEVENTYSEVEN,14,0.7,Name/epithet requiring verification,divine_epithet,"ose of holy bath. Therefore, it is called Devik:i. It is destructive of sins. CHAPTER TWO HUNDRED SE...",Part 20,Page 267,9.8,Se
Sarilvarta,12,0.8,Name/epithet requiring verification,divine_epithet,"arilvarta, 0 goddess. They remained there in the forms of deer. 5-19. Once they (the five sons of Sa...",Part 13,Page 102,9.6,Sa
Caral,12,0.8,Name/epithet requiring verification,divine_epithet,"owed that divine river that had newly descended and attended upon her with prayers. 3-4. Siddhas, Ca...",Part 4,Page 195,9.6,Cha
SJcanda,12,0.8,Name/epithet requiring verification,divine_epithet,"S68 SJcanda PumJ.UZ When the eleventh thousand-year-period arrived, 0 excel- lent king, Lord Paramcs...",Part 15,Page 42,9.6,S
Sutik,12,0.8,Name/epithet requiring verification,divine_epithet,got into an excellent aerial chariot attended by divine damsels. He bowed down again and again to Su...,Part 8,Page 155,9.6,S
Selu,12,0.8,Name/epithet requiring verification,divine_epithet,ndia and ~ri Lal'lki. The ialand of Rimeharam is the first link in the chain of islets forming lhe S...,Part 8,Page 12,9.6,Se
Sefa,12,0.8,Name/epithet requiring verification,divine_epithet,"yed here? Narrate this, 0 great sage. Sri Suta said: 8-13. Lord Balabhadra is an incarnation of Sefa...",Part 8,Page 133,9.6,Se
Satananda,12,0.8,Name/epithet requiring verification,divine_relation,. It dispels grief. Those who serve the men who worship the soles of your feet are also blessed. Sat...,Part 8,Page 341,9.6,Sa
Saryiti,12,0.8,Name/epithet requiring verification,divine_epithet,"lture was formerly a Brihmar,a in Mithill, well- versed in the Vedas. He was well-known by the name ...",Part 6,Page 94,9.6,Sa
Saubhagya,12,0.8,Name/epithet requiring verification,divine_epithet,"llent coun- tenance, on the third lunar day in the bright half of the month of Magha, shall attain S...",Part 20,Page 20,9.6,Sa
Satyavrata,12,0.8,Name/epithet requiring verification,divine_epithet,rship the Linga. 104. There are Lingas with their names and symbols. Are all these fools and you Sat...,Part 2,Page 433,9.6,Sa
Sarhsira,12,0.8,Name/epithet requiring verification,divine_epithet,other proper means of con- trolling the mind like this in case of men desirous of liberation from Sa...,Part 7,Page 354,9.6,Sa
Sftta,12,0.8,Name/epithet requiring verification,divine_epithet,the Atharva Veda before this deity. CHAPTER ONE HUNDRED SEVENTYSEVEN Creation of Paficapil)Qika Sftt...,Part 17,Page 321,9.6,S
Chenab,12,0.8,Name/epithet requiring verification,divine_epithet,d: Tapatl (TlpT or Tlpff); O&alalnf (Godlvul) (lhe name ii repeated). Knfi\f (Koll'); Candrabhlgl (C...,Part 6,Page 14,9.6,Che
Sigara,12,0.8,Name/epithet requiring verification,divine_epithet,"he four directions by the sons of Sagara. Therefore, 0 goddess, the ocean is glorified by the name S...",Part 20,Page 23,9.6,S
Salutation,12,0.8,Name/epithet requiring verification,divine_epithet,"BADARIICASRAMA-MAHATMYA CHAPTER ONB Sul""'riority of the Holy Place Badarikllrama over all Ttnhu1 Sal...",Part 6,Page 12,9.6,Sa
Sanatkumiira,12,0.8,Name/epithet requiring verification,divine_epithet,"divine and extending (in period) to seven Kalpas. 0 excellent sage, narrate to me all its names. San...",Part 12,Page 156,9.6,Sa
Santika,12,0.8,Name/epithet requiring verification,divine_epithet,"a, Sakuna, Sf1kta which has Vi~l)u for its deity, Paravata Sukta along withJivasukta and also the Sa...",Part 18,Page 86,9.6,Sa
SAantla,12,0.8,Name/epithet requiring verification,divine_epithet,"506 SAantla Pkni$a and ornaments, divine garments, divine unguents and endowed with divine knowledge...",Part 10,Page 510,9.6,Sa
Sarilsara,12,0.8,Name/epithet requiring verification,divine_epithet,"sten to the laudatory verses about others, become miserable and get sewn (bound) with the bonds of S...",Part 7,Page 285,9.6,Sa
Caitraratha,12,0.8,Name/epithet requiring verification,divine_epithet,"m were friendly and helpful to one another. The gardens and parks therein far sur- passed Nandana, C...",Part 4,Page 183,9.6,Cha
Cambay,12,0.8,Name/epithet requiring verification,divine_epithet,upport (Sircar: SGAMI eh. V) 3. This is an important temple in the temple complex around Chowk at Ca...,Part 2,Page 339,9.6,Cha
Candraya,12,0.8,Name/epithet requiring verification,divine_epithet,"Yaj,ias. If one takes in the Naivedya of any other deity he should perforn, the expiatory rile of Ca...",Part 6,Page 86,9.6,Cha
Somavati,12,0.8,Name/epithet requiring verification,proper_noun,"d, Soma went immediately to Avanti. He controlled all his sense-organs and ·took his holy bath in So...",Part 12,Page 116,9.6,S
Somapas,12,0.8,Name/epithet requiring verification,divine_epithet,"f Kavya. Soma, Yama. Aryaman as well as Pitrs-gods of the categories of Agnisvittas. Barhi,ads and S...",Part 20,Page 355,9.6,S
SkandaPurll,12,0.8,"Related to: Name of the god of war, son of Śiva and Pārvatī",divine_epithet,"224 SkandaPurll:,a in regard to wealth and love I do not transgress Dharma§lstra. 0 Lord, I have com...",Part 5,Page 233,9.6,S
Suvaroamukhari,12,0.8,Name/epithet requiring verification,divine_epithet,r of the great Ocean Acyuta dwells here permanently on the well-known VenkaJicaJa on the banks of Su...,Part 4,Page 208,9.6,S
Speakers,12,0.8,Name/epithet requiring verification,divine_epithet,as the second deity of this place. Those who are born in this Gotra are weak and feeble-minded. Spea...,Part 9,Page 236,9.6,S
Sravar,12,0.8,Name/epithet requiring verification,divine_epithet,"the third lunar day in the bright half of Asvina. It can be performed in the months of A,ac;lha, Sra...",Part 12,Page 61,9.6,S
Siiktas,12,0.8,Name/epithet requiring verification,divine_epithet,"s including Vasava, who are good devotees of that Lord, eulogized him all round by means of Vedic Si...",Part 16,Page 188,9.6,S
Sivakavaca,12,0.8,Name/epithet requiring verification,divine_epithet,III.iii.12.1-8 CHAPTER TWELVE Description of Sivakavaca 1 ~1abha said: 333 1. After bowing down to M...,Part 9,Page 342,9.6,S
Sankhatirtha,16,0.6,Name/epithet requiring verification,proper_noun,Gayii: Janasruti Attains Perfect Knowledge Sri Suta said: 1-5. After taking the holy ablution in San...,Part 8,Page 170,9.6,Sa
SIXTYEIGHT,13,0.7,Name/epithet requiring verification,divine_epithet,"s. He shall obtain the benefit of ten thousand Aiva,udhas (horse-sacrifices). CHAPTER TWO HUNDRED SI...",Part 20,Page 259,9.1,S
Sauca,15,0.6,Name/epithet requiring verification,proper_noun,"bhirgava 354 Satya 313,493 Satyiilga 308 Satyavrata 307, 422, 426 Saubhadra 3,4 Saubhigya 291 Sauca ...",Part 2,Page 598,9.0,Sa
Suruci,15,0.6,Name/epithet requiring verification,proper_noun,"-aod, 145 Supar,ya, 138 Suplnva, 45 Supratika, 250 $Ora, 169 Surabhi. 244 Silrpar.lakhi. 312 Suruci,...",Part 8,Page 385,9.0,S
Sastra,11,0.8,Name/epithet requiring verification,divine_epithet,f Pasupati (Lord Siva). Such a highly sinful activity as this is condemned in Sivasiisana. (Saiva Sa...,Part 16,Page 196,8.8,Sa
Satra,11,0.8,Name/epithet requiring verification,divine_epithet,Lord Siva continued to be alive. May that Lord Siva protect you all. 4. At the conclusion of the Sat...,Part 19,Page 13,8.8,Sa
Siitaja,11,0.8,Name/epithet requiring verification,divine_epithet,arrated to you. CHAPTER ONE HUNDRED NINETEEN Defeat of the Army of Gods1 The sages said: 1-2. 0 Siit...,Part 17,Page 80,8.8,S
Siittvika,11,0.8,Name/epithet requiring verification,divine_relation,"ied beings. It is of three types, viz. Scittvika, Rajasa and rr- 2 ., amasa. 47. Persons of the Siit...",Part 2,Page 38,8.8,S
Sarayu,11,0.8,"Related to: Reed bed, birthplace of Kārttikeya",divine_epithet,city. At that time Sun-god also came along with Gandharvas and Apsaras. Rama touched the waters of S...,Part 7,Page 197,8.8,Sa
Caturyuga,11,0.8,Name/epithet requiring verification,divine_epithet,hcrc·<l. mc·n will nt·\·c.·r !o~c· tJu .. ir \q•alth . . \ftt'r tht· h1psc· of a qu.utct of Yu~as (C...,Part 19,Page 130,8.8,Cha
Sivesvara,11,0.8,Name/epithet requiring verification,divine_epithet,"r since then this • • deity is remembered as Sivesvara. , Those who always adore the excellent Sives...",Part 13,Page 137,8.8,S
Candrabhigi,11,0.8,Name/epithet requiring verification,divine_epithet,"ersonified forms. 18-20. 0 beautiful lady, the rivers were: Gangi, Yamuni, the divine Sarasvati, Can...",Part 20,Page 303,8.8,Cha
Samsira,11,0.8,Name/epithet requiring verification,divine_epithet,"beisance to you, 0 lord, the destroyer of the fear of worldly existence of those who are afraid of S...",Part 8,Page 336,8.8,Sa
Sada,11,0.8,Name/epithet requiring verification,divine_epithet,"hose who are well conversant with holy rites) performed the same. The divine Seven Sagei, were the S...",Part 5,Page 114,8.8,Sa
Sailesa,11,0.8,Name/epithet requiring verification,sacred_place,"Orilkara, the great eight Lirigas beginning with Dak~esvara and the fourteen Lingas beginning with S...",Part 11,Page 398,8.8,Sa
Sakinis,11,0.8,Name/epithet requiring verification,divine_epithet,"c., as well as the Riktasas. The devotee shall cause the faces of the Bhutas, Pretas, Pisacas and Sa...",Part 20,Page 107,8.8,Sa
Sannihita,11,0.8,Name/epithet requiring verification,divine_relation,"hey will get th<"" fruit of Asvamedha due to their faith and worship. 8. If, after taking bath in San...",Part 19,Page 311,8.8,Sa
Sandhyl,11,0.8,Name/epithet requiring verification,proper_noun,perform Sandhyl prayers etc. at the root of a TulasJ plant. 18. A devotee who has concl11ded the San...,Part 6,Page 224,8.8,Sa
Saras,11,0.8,"Related to: Reed bed, birthplace of Kārttikeya",proper_noun,"the holy spot HanumatkuQ{ja. To the west of it, 0 BrahmaQa, is the splendid lake named Vibhi~a1_1a S...",Part 7,Page 219,8.8,Sa
Sovereign,11,0.8,Name/epithet requiring verification,divine_epithet,"you. the great one, alone that the~e Sastras were born and they have you as their only resort, 0 Sov...",Part 7,Page 282,8.8,S
Srikr,11,0.8,Name/epithet requiring verification,divine_epithet,"when Narada and other sages came to see him, Knt:1a the excellent (lord), asked all of them thus: Sr...",Part 8,Page 184,8.8,S
Subahu,11,0.8,Name/epithet requiring verification,divine_epithet,""" lndra said: 12. 0 Lord, tear asunder these five Danavas, namely Hiral).yak~a the great Daitya, Sub...",Part 17,Page 96,8.8,S
Sukresvara,11,0.8,Name/epithet requiring verification,divine_epithet,e shall be rich and become blessed with a son. The pilgrim shall also see the deity well-known as Su...,Part 20,Page 235,8.8,S
Svamitirtha,11,0.8,Name/epithet requiring verification,divine_epithet,who has taken his bath in Svamitirtha need not be afraid of the god of Death. Those men who visit Sv...,Part 4,Page 89,8.8,S
Siradi,11,0.8,Name/epithet requiring verification,divine_epithet,"222, 225 Sands, 10tden 85, 90 Sands, Lord Madhava vaniahed beneath the 101 Saitkha-~tra 1, 88 Siradi...",Part 5,Page 276,8.8,S
Silagrima,11,0.8,Name/epithet requiring verification,sacred_place,"one attains the highest goal. One who takes a holy dip in the sacred river Gar,4aki and worships Sil...",Part 9,Page 174,8.8,S
Svimi,11,0.8,Name/epithet requiring verification,proper_noun,"0 exceJlent Brihmaoa, I shall tell you in details a great and sacred story concerning the splendid S...",Part 4,Page 78,8.8,S
Suhrdaya,11,0.8,Name/epithet requiring verification,proper_noun,"i! Obeisance! Obeisance to you! Save, save [me~"" 116. With this prayer, a devotee should worships Su...",Part 2,Page 578,8.8,S
