Name,Frequency,Confidence,Sanskrit_Meaning,Name_Type,Source_Context,Part_Found,Page_Found,Quality_Score,Starting_Pattern
Candraloka,3,0.6,Name/epithet requiring verification,proper_noun,la can be initiated duly. Send separate aerial chariots to everyone of the BrahmaQas rt'siding in Ca...,Part 19,Page 150,1.7999999999999998,Cha
Candriyai,3,0.6,Name/epithet requiring verification,proper_noun,"onth of Magha, shall obtain the benefit of Agni~toma. He who observes Anasana (fast) and performs Ca...",Part 20,Page 125,1.7999999999999998,Cha
Caraka,3,0.6,Name/epithet requiring verification,proper_noun,"4, 163 Cu,4akamika 106 Cindila, be who censures the •• Vcdu shall become a 115 Candrabbi&i 99 Caraka...",Part 3,Page 194,1.7999999999999998,Cha
Carma,3,0.6,Name/epithet requiring verification,sacred_place,"Sarayil. 14. Some are near Vipasa,11 while others are on the banks of Satadru ;10 so.me are near Car...",Part 3,Page 102,1.7999999999999998,Cha
Caturddi,3,0.6,Name/epithet requiring verification,proper_noun,uld listen to it at least during the holy month (i.e. Klrttika) or on the holy Tithi (Lunar day of C...,Part 6,Page 208,1.7999999999999998,Cha
Cauae,3,0.6,Name/epithet requiring verification,proper_noun,taoiyi (Worthy of being resorted to) 525. Jagad-hiti (One benevolent to the worlds) 526. Jiyanam (Ca...,Part 10,Page 288,1.7999999999999998,Cha
Caura,3,0.6,Name/epithet requiring verification,proper_noun,excellent Vyasesvara; Vaidyanatha; Kedara; the Tirtha named Anandesvara; Matrtirtha; Mur;ic;lesa; Ca...,Part 15,Page 313,1.7999999999999998,Cha
Caya,3,0.6,Name/epithet requiring verification,proper_noun,"roper effort. If he wishes for prosperity in both the worlds, he should specifically perform it at C...",Part 18,Page 174,1.7999999999999998,Cha
Chandogyas,3,0.6,Name/epithet requiring verification,proper_noun,"."" 35. Then he saw that most of them (were well-versed in the Vedas). He saw ~gvedins, Adhvaryus, Ch...",Part 18,Page 87,1.7999999999999998,Cha
Chapte,3,0.6,Name/epithet requiring verification,proper_noun,the maternal part of the body. They were black in complexion like a mass of 1. The object of thi• Ch...,Part 13,Page 188,1.7999999999999998,Cha
